"predSpecific","predOportunistic","convRateRatio","catchProbaRatio","preyOffspRatio","maxConsRatio","replicatesNb","prey1extFreq","prey2extFreq","prey1extFreq.1","prey1densBeforeMean","prey1densBeforeMax","prey1densBeforeMin","prey2densBeforeMean","prey2densBeforeMax","prey2densBeforeMin","prey1growthBeforeMean","prey1growthBeforeMax","prey1growthBeforeMin","prey2growthBeforeMean","prey2growthBeforeMax","prey2growthBeforeMin","prey1densAfterMean","prey1densAfterMax","prey1densAfterMin","prey2densAfterMean","prey2densAfterMax","prey2densAfterMin","predatorDensMean","predatorDensMax","predatorDensMin","prey1growthAfterMean","prey1growthAfterMax","prey1growthAfterMin","prey2growthAfterMean","prey2growthAfterMax","prey2growthAfterMin","predatorGrowthMean","predatorGrowthMax","predatorGrowthMin","prey1catchesMean","prey1catchesMax","prey1catchesMin","prey2catchesMean","prey2catchesMax","prey2catchesMin"
0,0,0.1,1,1,1,20,0,0,1,501.82,506.1,497.85,502.88,506.4,499.3,0.000664362528890252,0.0170164158372805,-0.00917172321385727,0.00168759093955839,0.011738992112566,-0.012033568049305,503.559615384615,509.95,497.8,502.188461538462,508.3,498.45,0,0,0,0.000943485557017348,0.0171996085465668,-0.0137857653754468,0.000392258996971161,0.0115699028267757,-0.00994379357473297,0,0,0,0,0,0,0,0,0
0,0,0.2,1,1,1,20,0,0,0.85,502.24,507.5,497.75,501.805,505.85,495.85,0.00100386250128953,0.0137482487040619,-0.0185623242433563,-0.000553533042091306,0.0173933596080472,-0.0186968957109031,501.690384615385,512,493.7,499.225,506.6,490.25,1.30769230769231,1.75,0.55,0.00165129661788147,0.0336965609227445,-0.0274984054897278,0.00150583859026209,0.0196343434446372,-0.0217654668647042,0.00540509892319847,0.1,-0.0798484848484849,0.0576923076923077,0.2,0,0.259615384615385,0.6,0
0,0,0.3,1,1,1,20,0,0,1,501.87,506.5,498.9,503.665,510.05,496.6,0.000841625855054767,0.0130860632267278,-0.00770173629028716,0.0022249045933699,0.0180855429105114,-0.0177877108579292,503.096153846154,508.4,497.7,502.869230769231,510.4,495.75,0,0,0,0.00129193221367015,0.0132997235678764,-0.012277827929819,0.000807755794571723,0.0172355448158181,-0.021583362751959,0,0,0,0,0,0,0,0,0
0,0,0.4,1,1,1,20,0,0,0.5,503.95,506.75,499.75,502.375,508.15,493.8,0.000549248935268101,0.0112287476884518,-0.0112688326295233,0.000747838340587359,0.0191349981473471,-0.0164835236966208,497.101923076923,502.5,491.4,486.536538461538,493.25,480.3,9.58076923076923,10.35,8,0.000205476120205754,0.0233954999576454,-0.0160236731470379,0.000859797246912884,0.0184300527400437,-0.0202569975922422,0.0122144429979097,0.111843409162133,-0.0297747595541713,0.505769230769231,0.8,0.2,1.15769230769231,1.55,0.8
0,0,0.5,1,1,1,20,0,0,0.1,501.98,505.35,496.45,502.23,507.35,495.65,0.000310242217736879,0.0180337709988643,-0.00578130845274974,0.00132775964995622,0.0136575315570021,-0.0156763307601448,490.403846153846,496.8,484.15,477.394230769231,487.95,468,19.7403846153846,23.55,14.55,0.00112196166502122,0.0170469211871798,-0.0187334954112023,0.00177050998108934,0.0183444220417201,-0.0149452386115147,0.0135063696277455,0.16332669799626,-0.165700584007497,1.04615384615385,1.45,0.45,1.80192307692308,2.7,1.05
0,0,0.6,1,1,1,20,0,0,0,502.635,506.95,496.2,502.295,506.05,496.55,0.00136993448657744,0.0142024791067748,-0.0137747263449369,0.000418876446204179,0.0167938560197253,-0.0173360143917218,470.105769230769,476.8,467.1,430.061538461538,438.95,420.9,52.6038461538462,55.05,48,0.00104000668706006,0.0205331318446636,-0.00983001627812686,0.00203367309110856,0.0308035297820136,-0.0185576523672234,0.00909851838132793,0.0722117861650033,-0.038168492504136,2.31730769230769,3.25,1.85,4.23653846153846,5,3.55
0,0,0.7,1,1,1,20,0,0,0,503.62,507.45,498.9,502.26,509.7,496.85,-0.000223025799865574,0.00868779155519997,-0.0082122703704325,0.00206470713356377,0.0249392439526365,-0.0155881765692426,448.5,456.1,444.15,377.140384615385,390.75,367.8,79.1884615384615,84.35,74.75,0.000922601950037472,0.0192108924293189,-0.0145290121831134,0.00146237273050729,0.0321345854228456,-0.0252596768566713,0.00640942996760607,0.0632381703497973,-0.0402862797155165,3.325,4.2,2.4,5.57307692307692,6.5,4.9
0,0,0.8,1,1,1,20,0,0,0,502.435,505.8,498.7,502.895,512.1,498.7,0.000347471778946933,0.00775260459088812,-0.00324570428772016,0.000880345822569955,0.0185771593048333,-0.0194213763152381,435.907692307692,441.05,430.45,339.325,348.05,331.55,96.8076923076923,102.25,91.7,0.00169572467045444,0.0169150537210778,-0.0215472498099904,0.00126375863673274,0.0349163212938134,-0.0134573164657871,0.00486160379025039,0.0534297124776697,-0.0558626644785129,4.00192307692308,5.45,2.9,5.90384615384615,6.85,4.95
0,0,0.9,1,1,1,20,0,0,1,503.005,508.55,499.6,502.4,509.75,496.9,0.000573159063912079,0.0148250352598865,-0.0150274358084896,0.000457530281557635,0.0150348416826664,-0.0164269776709064,502.380769230769,507.6,497.5,502.184615384615,509.55,495.7,0.303846153846154,1.1,0,0.00170085012670369,0.0158711071728766,-0.0156227999532654,0.000854343374626771,0.0159252808863643,-0.0144977967635529,-0.00442325302902225,0.14,-0.0835164835164836,0.0134615384615385,0.1,0,0.0153846153846154,0.05,0
0,0,1,1,1,1,10,0,0,0,502.77,508.6,495.5,502.54,508.4,494.1,-0.000276581048037956,0.0107036412846651,-0.0249749700512011,0.0020370637834616,0.0185100403131684,-0.0126016493217342,415.826923076923,427.2,405,413.276923076923,419.6,403.7,119.230769230769,127.1,108.3,-0.000193579526548371,0.0288386314002584,-0.0195876723398658,0.00127139578295919,0.0338094872179309,-0.0220827148081532,0.00311411337429399,0.0890013277299324,-0.0389267879054157,4.84615384615385,6.3,3.6,4.60384615384615,5.8,3.4
