"pry1cons","prdCtchProb1","timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup"
"15","0.25",980,10,4397.8,4185.5,4579.5,4551.7,4291.6,4788.6,500.3,492.1,507.9,500.1,492.9,507.1,0,0,0,0,0,0,0,0,0,-1.38470298704867,-4.05621735940193,1.08147678618557,0.0882219169718231,-2.52369189674817,2.75585453870232,0,0,0
"15","0.25",990,10,4564.2,4355.3,4800.9,4674.1,4471.4,4881.2,504.4,498,510.4,504.8,494.3,516.2,0,0,0,0,0,0,0,0,0,0.888398731826723,-1.21466371787011,3.10313779151616,0.971666722015663,-1.16341267612765,3.22574986632202,0,0,0
"15","0.25",1000,10,4485,4325.7,4663.8,4431.4,4188.6,4652.8,504,494.4,515.3,499.6,493.5,505.5,0,0,0,0,0,0,0,0,0,-0.0270227169513306,-2.68189002069119,2.6538038204994,-0.932397788590403,-2.94593740509593,1.24824573860318,0,0,0
"15","0.3",0,10,31250,31250,31250,31250,31250,31250,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","0.3",10,10,13932.1,13779.8,14081.4,13839.4,13697.6,13959.7,235.2,232.3,238.1,231.1,227.4,234.5,0,0,0,0,0,0,0,0,0,-5.92,-7.2,-4.76,-7.56,-9,-6.12,0,0,0
"15","0.3",20,10,14721,14441.3,15022.9,15080.2,14875.5,15287.3,305.6,298.7,312.1,305.4,296.3,313.5,0,0,0,0,0,0,0,0,0,29.9260874130545,27.8708090857816,32.3506079667319,32.1778473674009,28.3508559262366,35.1783732844883,0,0,0
"15","0.3",30,10,11198.6,10889.2,11525.7,11253.3,10815.6,11722.2,396.1,386.4,405.7,395.7,387.6,405.4,0,0,0,0,0,0,0,0,0,29.7164622544013,26.1751146340232,33.4372487821694,29.7473293941078,25.7994883735066,33.2994461193054,0,0,0
"15","0.3",40,10,7456.6,7163.1,7785.9,7568.2,7165.2,7885,455.2,447.3,463.5,452.3,447.9,456.6,0,0,0,0,0,0,0,0,0,15.0695825592916,12.2414789453185,18.735893240705,14.461633099323,11.5038541218125,16.9670501196215,0,0,0
"15","0.3",50,10,5745.1,5375.1,6072.1,5860.8,5698.4,6009.1,488.3,481.5,497,482.3,474.4,489.8,0,0,0,0,0,0,0,0,0,7.35653435057777,4.93683808265881,9.5574823334205,6.67388983460924,4.50358689890652,8.9299710979759,0,0,0
"15","0.3",60,10,4831.2,4729.9,4934.1,5138.9,4828,5473.7,504.2,496.3,512,494.1,488.6,499.6,0,0,0,0,0,0,0,0,0,3.34473366409759,0.792069059322109,6.13977324386267,2.49623939452052,0.68449420107806,4.13650927548777,0,0,0
"15","0.3",70,10,4573.3,4337.5,4768.8,4770,4611.9,4915,506.4,496.6,516,498,489.7,505.6,0,0,0,0,0,0,0,0,0,0.51765951911341,-2.21135921147567,3.29109442638816,0.793384050344477,-0.44837740608591,2.1647042504158,0,0,0
"15","0.3",80,10,4472.7,4193.1,4712.7,4776.7,4500.9,5069.8,501.4,491.6,511.8,487,481.4,491.8,0,0,0,0,0,0,0,0,0,-0.876518141234225,-3.8622562298855,2.10267580676063,-2.13739514343956,-4.17803158771985,-0.146139716979498,0,0,0
"15","0.3",90,10,4599.3,4283.4,4923.3,4741.1,4558.9,4946.8,496.3,489,503.3,502.2,491.9,511,0,0,0,0,0,0,0,0,0,-0.968295370626518,-2.30425093979939,0.414885232944061,3.13985774217268,1.14352740601362,5.03012747227113,0,0,0
