timeStep,resource1amount,resource2amount,prey1PopulationSize,prey2PopulationSize,prey1catches,prey2catches,predator1PopulationSize
0,31250,31250,250,250,0,0,0
10,14052,14071,233,233,0,0,0
20,14985,14908,307,311,0,0,0
30,11025,10614,384,410,0,0,0
40,8267,7255,449,444,0,0,0
50,6057,6008,472,465,0,0,0
60,5243,5032,486,498,0,0,0
70,4738,4820,512,497,0,0,0
80,4174,4607,492,517,0,0,0
90,4403,4093,495,507,0,0,0
100,4814,4812,510,499,0,0,0
110,4781,4766,499,494,0,0,0
120,5401,4845,494,504,0,0,0
130,4573,3948,492,515,0,0,0
140,4835,3948,500,512,0,0,0
150,4687,4277,487,511,0,0,0
160,5033,4603,490,486,0,0,0
170,5087,5058,507,501,0,0,0
180,4400,4423,515,494,0,0,0
190,4038,4702,491,530,0,0,0
200,4928,3656,493,502,0,0,0
210,5412,4365,503,494,1,3,28
220,4646,5107,479,471,0,1,33
230,5124,5972,496,477,0,1,39
240,4491,5616,509,456,1,5,62
250,4699,6762,478,441,8,2,86
260,5890,7132,439,427,6,4,114
270,6518,7795,456,390,4,3,129
280,6634,9063,432,346,7,8,153
290,6971,11344,418,362,7,5,165
300,7566,10292,379,329,8,11,192
310,9502,12383,365,277,3,12,210
320,10608,15024,319,245,6,13,225
330,12251,16675,319,213,7,2,190
340,12553,18264,292,199,10,3,169
350,13017,19266,299,165,7,3,135
360,12775,20322,337,200,6,2,109
370,10240,18220,366,221,4,2,92
380,9059,17146,408,243,4,2,76
390,7681,15161,428,270,1,3,81
400,6725,13697,470,314,3,4,93
410,5671,12554,475,334,4,2,89
420,5376,10734,431,385,4,4,108
430,7203,8931,426,384,6,5,137
440,7901,9347,396,375,6,5,163
450,8443,10376,398,344,7,7,185
460,9185,11801,370,310,7,7,209
470,10054,13006,345,251,7,7,227
480,11681,16646,302,231,7,7,224
490,12980,17804,295,189,7,7,188
500,13501,19825,321,165,2,2,136
510,11670,20832,338,156,8,6,119
520,10978,21182,346,172,3,3,112
530,10187,20311,393,167,2,3,100
540,8339,19914,438,202,1,4,82
550,6256,17412,437,235,7,3,80
560,6221,15807,451,301,2,3,80
570,6168,12674,438,322,2,9,87
580,6682,12023,431,321,4,2,119
590,6941,11796,435,345,3,4,110
600,6925,10675,445,342,5,2,119
610,7195,10474,401,357,8,7,130
620,8489,10275,404,362,4,3,128
630,8553,9826,406,354,4,7,139
640,7726,10211,394,357,4,9,152
650,8634,10602,406,344,6,5,177
660,8471,11065,344,340,7,10,210
670,11665,12416,322,264,8,12,219
680,11977,15927,309,206,6,9,244
690,12658,18797,292,179,3,5,186
700,13638,20069,283,174,5,6,155
710,13483,20093,302,168,9,5,134
720,12248,20952,325,176,5,5,105
730,11490,19779,337,193,8,1,86
740,10333,18382,393,221,2,4,83
750,7781,16804,410,261,3,5,83
760,7652,14341,435,279,3,0,85
770,6693,13242,421,321,0,7,93
780,7463,11044,439,369,5,4,105
790,6382,10004,429,337,3,11,116
800,7080,11202,438,339,4,6,123
810,6799,10693,449,371,4,6,127
820,6743,9516,412,377,4,3,160
830,8204,9520,381,377,8,12,171
840,9375,10374,362,348,8,7,195
850,10366,11096,333,318,7,8,216
860,11714,13075,344,278,7,6,228
870,11186,15325,319,212,4,6,217
880,12627,18842,322,181,6,7,185
890,11883,20751,314,147,8,4,152
900,12721,21625,310,160,3,8,119
910,12285,20872,344,165,3,8,87
920,9971,20260,370,189,0,3,79
930,9085,18803,440,214,2,4,73
940,6348,17482,443,235,4,1,72
950,6708,15651,429,287,3,0,71
960,7801,13099,450,324,0,3,85
970,6628,11546,438,327,3,3,98
980,6899,11403,428,357,4,5,118
990,7150,9929,412,374,5,7,120
1000,7673,9370,436,339,4,3,147
