timeStep,resource1amount,resource2amount,prey1PopulationSize,prey2PopulationSize,prey1catches,prey2catches,predator1PopulationSize
0,31250,31250,25,25,0,0,0
10,29420,29394,24,30,0,0,0
20,29449,28990,32,99,0,0,0
30,28872,24047,51,173,0,0,0
40,27652,18562,63,396,0,0,0
50,26593,8295,103,485,0,0,0
60,23727,4579,140,560,0,0,0
70,21276,3450,204,501,0,0,0
80,16897,4458,262,670,0,0,0
90,13376,1745,343,462,0,0,0
100,9466,4889,422,645,0,0,0
110,7134,2084,480,494,0,0,0
120,5075,4530,475,630,0,0,0
130,5299,2167,502,526,0,0,0
140,4620,4164,499,603,0,0,0
150,4650,2237,511,513,0,0,0
160,4568,4086,486,581,0,0,0
170,4613,2812,502,589,0,0,0
180,4743,2941,494,497,0,0,0
190,4346,4157,507,640,0,0,0
200,4563,2012,520,534,0,0,0
210,4216,4118,487,539,0,1,39
220,5690,3920,464,570,4,2,64
230,6196,3980,419,485,1,4,99
240,7964,5854,414,476,4,4,158
250,8074,7427,387,444,9,5,249
260,10457,8639,295,432,6,9,338
270,16143,10799,182,333,11,12,455
280,23287,16293,77,128,2,17,460
290,28004,25433,23,113,3,7,252
300,29936,25188,15,110,4,4,88
310,30313,24027,14,168,0,0,30
320,30287,19296,21,344,0,1,18
330,29875,10480,27,474,0,0,21
340,29204,6202,38,505,0,0,24
350,28472,4357,58,553,0,1,31
360,27113,3532,69,535,1,4,39
370,26326,4075,91,559,1,3,53
380,24825,4017,112,535,1,3,74
390,23703,4925,116,501,1,7,110
400,23724,5453,118,445,5,8,155
410,24049,7839,114,496,2,7,185
420,24110,6596,102,452,6,15,214
430,25809,8257,80,377,1,19,261
440,26884,12278,52,374,3,10,267
450,28634,11837,29,313,3,10,270
460,29804,15268,17,299,1,9,216
470,30506,14515,7,317,0,14,156
480,30759,13185,7,381,0,6,140
490,30801,9969,5,450,0,11,119
500,30920,7401,5,451,0,9,127
510,30944,7010,5,522,0,10,126
520,30886,5728,4,421,1,7,149
530,31009,8334,3,467,0,8,155
540,30987,7100,9,437,0,15,157
550,30721,8544,8,442,0,12,147
560,30777,7640,4,435,0,17,146
570,30908,8599,8,473,0,13,136
580,30784,7140,6,462,0,12,162
590,30758,7881,6,403,0,11,149
600,30830,9163,10,403,0,17,147
610,30682,9066,5,494,0,9,150
620,30930,6582,4,479,0,11,145
630,31001,6976,2,417,0,17,163
640,31088,9178,3,352,0,17,168
650,30971,11504,8,455,0,10,148
660,30722,7827,5,394,0,15,151
670,30939,9925,6,463,0,13,131
680,30780,6705,7,504,0,10,127
690,30802,5950,8,402,0,8,158
700,30780,9539,4,460,1,8,149
710,31025,7358,3,474,0,17,163
720,31093,7673,2,442,0,12,166
730,31106,8699,3,383,1,14,175
740,31060,10672,2,426,0,13,147
750,31096,8896,4,397,0,9,168
760,30997,9897,4,437,1,16,146
770,31001,8007,4,439,0,12,159
780,31123,8764,1,454,0,13,163
790,31223,7586,0,408,0,13,160
800,31250,9002,0,500,0,6,160
810,31250,6601,0,403,0,14,146
820,31250,9501,0,431,0,9,153
830,31250,8888,0,500,0,9,169
840,31250,6238,0,409,0,7,174
850,31250,9819,0,436,0,14,174
860,31250,8714,0,505,0,8,178
870,31250,6615,0,351,0,19,180
880,31250,11466,0,464,0,16,152
890,31250,6954,0,432,0,9,155
900,31250,8804,0,419,0,7,159
910,31250,8598,0,442,0,11,149
920,31250,7902,0,442,0,14,138
930,31250,7945,0,501,0,13,153
940,31250,6733,0,443,0,10,141
950,31250,7952,0,440,0,16,148
960,31250,8855,0,381,0,6,171
970,31250,10466,0,477,0,15,150
980,31250,7052,0,419,0,12,154
990,31250,9096,0,386,0,15,146
1000,31250,9912,0,505,0,7,134
