timeStep,cellCode,xCell,yCell,resource1amount,resource2amount,prey1,prey2,prey1catches,prey2catches,predator1
0,0,0,0,10,10,0,0,0,0,0
0,1,0,1,10,10,0,1,0,0,0
0,2,0,2,10,10,0,1,0,0,0
0,3,0,3,10,10,0,0,0,0,0
0,4,0,4,10,10,0,0,0,0,0
0,5,1,0,10,10,0,0,0,0,0
0,6,1,1,10,10,0,1,0,0,0
0,7,1,2,10,10,2,1,0,0,0
0,8,1,3,10,10,1,1,0,0,0
0,9,1,4,10,10,2,0,0,0,0
0,10,2,0,10,10,0,0,0,0,0
0,11,2,1,10,10,1,0,0,0,0
0,12,2,2,10,10,0,2,0,0,0
0,13,2,3,10,10,1,0,0,0,0
0,14,2,4,10,10,0,1,0,0,0
0,15,3,0,10,10,1,0,0,0,0
0,16,3,1,10,10,1,0,0,0,0
0,17,3,2,10,10,0,1,0,0,0
0,18,3,3,10,10,0,0,0,0,0
0,19,3,4,10,10,0,0,0,0,0
0,20,4,0,10,10,0,0,0,0,0
0,21,4,1,10,10,0,0,0,0,0
0,22,4,2,10,10,0,0,0,0,0
0,23,4,3,10,10,1,1,0,0,0
0,24,4,4,10,10,0,0,0,0,0
4,0,0,0,0,0,4,5,0,0,0
4,1,0,1,10,5,0,2,0,0,0
4,2,0,2,5,10,2,0,0,0,0
4,3,0,3,10,5,0,3,0,0,0
4,4,0,4,0,0,5,3,0,0,0
4,5,1,0,0,5,5,0,0,1,1
4,6,1,1,10,10,0,0,0,0,0
4,7,1,2,10,5,0,3,0,0,0
4,8,1,3,5,0,3,6,0,0,0
4,9,1,4,5,10,1,0,0,0,0
4,10,2,0,5,0,2,2,0,1,1
4,11,2,1,5,10,0,0,1,0,1
4,12,2,2,10,0,0,2,0,1,1
4,13,2,3,5,5,2,2,0,0,0
4,14,2,4,10,5,0,3,0,0,0
4,15,3,0,0,5,5,1,0,0,0
4,16,3,1,5,10,2,0,0,0,0
4,17,3,2,10,5,0,2,0,0,0
4,18,3,3,5,10,1,0,0,0,0
4,19,3,4,10,10,0,0,0,0,0
4,20,4,0,10,5,0,2,0,0,0
4,21,4,1,5,5,3,1,0,0,0
4,22,4,2,0,10,5,0,0,0,0
4,23,4,3,10,5,0,3,0,0,0
4,24,4,4,10,0,0,2,0,1,1
8,0,0,0,0,0,5,8,0,0,0
8,1,0,1,0,0,9,5,0,0,0
8,2,0,2,0,0,4,4,0,0,0
8,3,0,3,10,5,0,0,0,1,2
8,4,0,4,0,0,3,6,0,0,0
8,5,1,0,5,5,1,2,0,0,0
8,6,1,1,5,0,1,3,0,0,0
8,7,1,2,0,0,6,6,0,0,0
8,8,1,3,5,0,2,6,0,0,0
8,9,1,4,5,10,1,0,0,0,0
8,10,2,0,0,0,3,5,1,1,4
8,11,2,1,0,0,3,5,0,0,0
8,12,2,2,0,5,4,1,1,0,2
8,13,2,3,0,10,5,0,0,0,0
8,14,2,4,0,0,5,5,0,0,0
8,15,3,0,0,0,2,2,0,0,0
8,16,3,1,10,5,0,1,0,0,0
8,17,3,2,0,0,4,3,0,0,0
8,18,3,3,5,5,1,3,0,0,0
8,19,3,4,5,0,1,1,0,1,1
8,20,4,0,5,0,3,5,0,0,0
8,21,4,1,0,10,1,0,1,0,1
8,22,4,2,0,0,4,5,1,0,3
8,23,4,3,0,10,4,0,0,0,0
8,24,4,4,10,5,0,0,0,1,3
12,0,0,0,0,0,6,4,0,5,10
12,1,0,1,0,0,5,4,2,1,8
12,2,0,2,0,0,3,8,1,0,3
12,3,0,3,0,0,4,2,1,1,6
12,4,0,4,5,0,0,4,1,0,2
12,5,1,0,0,0,4,6,1,1,6
12,6,1,1,5,5,0,0,1,1,6
12,7,1,2,0,5,5,1,0,0,0
12,8,1,3,0,10,4,0,0,0,0
12,9,1,4,5,0,1,3,0,1,3
12,10,2,0,0,0,7,10,1,0,3
12,11,2,1,0,0,7,7,0,0,0
12,12,2,2,0,10,6,0,0,0,0
12,13,2,3,0,10,6,0,2,0,4
12,14,2,4,0,0,3,4,0,0,0
12,15,3,0,0,5,3,0,2,1,5
12,16,3,1,0,0,4,4,0,0,0
12,17,3,2,0,5,2,2,0,0,0
12,18,3,3,0,5,3,1,1,0,3
12,19,3,4,5,0,1,4,0,0,0
12,20,4,0,0,0,7,4,0,2,5
12,21,4,1,5,0,3,2,0,0,0
12,22,4,2,5,5,0,0,1,1,6
12,23,4,3,10,0,0,4,0,0,0
12,24,4,4,0,0,1,2,1,1,2
16,0,0,0,0,5,6,0,5,1,19
16,1,0,1,0,5,8,0,5,1,15
16,2,0,2,0,5,2,0,3,1,11
16,3,0,3,5,5,0,0,1,1,4
16,4,0,4,0,5,4,0,3,1,9
16,5,1,0,10,0,0,3,0,3,12
16,6,1,1,0,5,4,0,1,1,4
16,7,1,2,10,0,0,1,0,2,7
16,8,1,3,10,10,0,0,0,0,3
16,9,1,4,0,0,6,1,0,2,3
16,10,2,0,0,0,2,1,4,2,21
16,11,2,1,0,10,3,0,2,0,8
16,12,2,2,5,5,0,0,1,1,9
16,13,2,3,10,10,0,0,0,0,1
16,14,2,4,10,10,0,0,0,0,4
16,15,3,0,5,0,0,3,1,3,16
16,16,3,1,0,5,6,0,2,1,5
16,17,3,2,0,10,3,0,2,0,2
16,18,3,3,10,10,0,0,0,0,4
16,19,3,4,0,5,3,0,3,1,5
16,20,4,0,5,10,0,0,1,0,8
16,21,4,1,5,5,0,0,1,1,4
16,22,4,2,0,10,6,0,5,0,7
16,23,4,3,0,0,3,1,2,2,5
16,24,4,4,5,10,0,0,1,0,5
