"predSpecific","predOportunistic","convRateRatio","catchProbaRatio","preyOffspRatio","maxConsRatio","replicatesNb","prey1densBeforeMean","prey1densBeforeMax","prey1densBeforeMin","prey2densBeforeMean","prey2densBeforeMax","prey2densBeforeMin","prey1growthBeforeMean","prey1growthBeforeMax","prey1growthBeforeMin","prey2growthBeforeMean","prey2growthBeforeMax","prey2growthBeforeMin","prey1densAfterMean","prey1densAfterMax","prey1densAfterMin","prey2densAfterMean","prey2densAfterMax","prey2densAfterMin","predatorDensMean","predatorDensMax","predatorDensMin","prey1growthAfterMean","prey1growthAfterMax","prey1growthAfterMin","prey2growthAfterMean","prey2growthAfterMax","prey2growthAfterMin","predatorGrowthMean","predatorGrowthMax","predatorGrowthMin","prey1catchesMean","prey1catchesMax","prey1catchesMin","prey2catchesMean","prey2catchesMax","prey2catchesMin"
0,0,1,1,1,0.34,20,502.21,509.25,496,1648.705,1661.6,1640.3,0.00115506105695911,0.0140980970113085,-0.0102377986289428,-0.000710424871317343,0.0107116299787586,-0.012524575315865,79.7865384615385,157.9,30.15,1326.16346153846,1513.3,1099.3,252.186538461538,348.45,175.6,-0.00507744579210847,0.166752377706707,-0.183678778989513,-0.000375809053295127,0.0597910481967228,-0.044416898605646,0.0218045886779368,0.144996967275083,-0.0987865722451378,1.90961538461538,3.9,0.4,17.8192307692308,24.6,13.35
0,0,1,1,1,0.67,20,503.02,506.2,499.35,778.75,781.9,775.75,0.000271979702016254,0.0135567572084767,-0.00896682384972379,0.000310827958055718,0.00768647154839115,-0.00701152817882942,308.936538461538,315.3,302.7,572.65,583.45,564.9,197.626923076923,205.5,189.55,0.00144087707543551,0.0289168324150756,-0.0229245996214212,0.00162573569436036,0.0140962761754682,-0.0113964646413165,0.00085697683752361,0.0372658998655158,-0.0316600629827325,5.85,7.45,4.45,9.43076923076923,10.75,8.35
0,0,1,1,1,1.34,19,501.152631578947,508.894736842105,496.736842105263,348.731578947369,352.263157894737,344.368421052632,0.00159424777531943,0.0167912491306814,-0.0136725738984153,0.00147551239423554,0.0197253018512331,-0.0107626428440305,479.050607287449,485.421052631579,471.631578947368,325.939271255061,329.842105263158,317.526315789474,38.2692307692308,43.6842105263158,32.5789473684211,0.00104448254265821,0.0169046686870618,-0.0197482505246357,0.000890628899364249,0.0263154087619694,-0.0170543324220004,0.0242765950879345,0.140476433497823,-0.0518815094887728,1.72267206477733,2.31578947368421,1.05263157894737,1.40080971659919,2.10526315789474,0.894736842105263
0,0,1,1,1,1.67,2,500.15,510,491,256.8,267,245.5,0.000545792941211824,0.0366280991735537,-0.0286583075044613,-0.0037059176577951,0.0710022300931392,-0.0738772928526249,491.980769230769,504,476,251.25,266.5,231.5,8.59615384615385,20.5,2,0.00423611381374264,0.0465415207301713,-0.037733527510963,0.00699185885336537,0.102722748860003,-0.0736210035453066,0.0385991805885705,0.9,-0.375,0.346153846153846,1,0,0.211538461538462,1,0
0,0,1,1,1,1,10,502.77,508.6,495.5,502.54,508.4,494.1,-0.000276581048037956,0.0107036412846651,-0.0249749700512011,0.0020370637834616,0.0185100403131684,-0.0126016493217342,415.826923076923,427.2,405,413.276923076923,419.6,403.7,119.230769230769,127.1,108.3,-0.000193579526548371,0.0288386314002584,-0.0195876723398658,0.00127139578295919,0.0338094872179309,-0.0220827148081532,0.00311411337429399,0.0890013277299324,-0.0389267879054157,4.84615384615385,6.3,3.6,4.60384615384615,5.8,3.4
1,0,1,1,1,0.34,18,502.45,508.277777777778,497.388888888889,1648.02222222222,1659.5,1637.38888888889,-0.000937016616453153,0.0161859933986588,-0.014057073309883,-0.000106560961016913,0.00882166218888624,-0.00867838818964013,47.0555555555556,67.7222222222222,30.1666666666667,1391.53632478632,1451.55555555556,1325.66666666667,242.978632478633,274.388888888889,206.888888888889,-0.00126417963967135,0.0675425803679297,-0.0989578025475213,5.1932438756031e-07,0.0166032601892431,-0.0179671586208868,0.00901888902825496,0.0660731399301268,-0.0353644592712077,1.23076923076923,1.88888888888889,0.444444444444444,18.3611111111111,21.1666666666667,15.3888888888889
1,0,1,1,1,0.67,20,503.55,507.9,497.2,777.43,782.1,773.2,0.00177652574000631,0.0221455813975168,-0.0193157491586035,0.000645417170144331,0.0119861205913603,-0.00711611847526444,304.728846153846,322.6,283,581.840384615385,602.85,560.75,194.419230769231,205.55,182.9,0.0038305176233856,0.0391547429901745,-0.0344013875000135,0.00176076354267023,0.0218318408955805,-0.0225352411097523,0.0056765158232907,0.0329074512225727,-0.0439613725661734,5.76538461538462,6.95,4.35,9.27884615384615,10.25,8
1,0,1,1,1,1.34,18,503.177777777778,511.833333333333,497.166666666667,348.188888888889,351.611111111111,344.555555555556,7.00680487447913e-05,0.0151507394597801,-0.0281448326563416,0.00140889791595348,0.0164153018764548,-0.0139609209453475,475.760683760684,480,468.722222222222,324.90811965812,332.277777777778,318.888888888889,40.0042735042735,44.1666666666667,32.8888888888889,0.000508438602615925,0.0131118350205716,-0.0164237701119824,0.00149865424719524,0.0289314864436711,-0.0281913208420955,0.00545818001379688,0.0827402557864414,-0.105703611176228,1.86324786324786,2.66666666666667,1.27777777777778,1.26068376068376,1.83333333333333,0.611111111111111
1,0,1,1,1,1.67,2,496.45,517,475.5,258.15,272.5,243,0.00117826673415471,0.034598380607024,-0.0535355805243445,-0.00301448998271717,0.0780551415797318,-0.0736467006170344,493.346153846154,514,464.5,244.865384615385,264,232,16.0961538461538,23,11.5,0.00102889616984476,0.0734942328375922,-0.0436082863162178,-0.00150683640356298,0.0715506828951037,-0.0656442687747036,0.0406027773201763,0.647058823529412,-0.344405594405595,1.01923076923077,3.5,0,0.442307692307692,1.5,0
1,0,1,1,1,1,20,502.705,510.1,498.4,502.755,506.95,498.5,-0.000738819893369348,0.0146465756412755,-0.0186088578091858,-3.75809992644562e-05,0.0163731763083853,-0.0123918820186697,408.042307692308,416.55,397.75,414.251923076923,420.55,407.7,121.559615384615,125.5,116.65,0.00174511916625613,0.0196128955475523,-0.0209364911678281,0.00191044726418871,0.0219000316202522,-0.0273349652521687,0.00386617923772568,0.0325254181093524,-0.0367200738086266,4.83653846153846,6.1,3.4,4.76346153846154,5.6,3.95
